package,variety_a,variety_b,variety_c,district,village,planting_date,lon,lat,characteristic,best,worst,overall_vs_local,var_a,var_b,var_c,yield,best_yield,worst_yield,project,season,year,crop,country,variety_d,rank_variety_a,rank_variety_b,rank_variety_c,rank_variety_d,GDD,GDD_veg,GDD_flo,GDD_gra,maxDT_VEG,minDT_VEG,maxNT_VEG,minNT_VEG,SU_VEG,TR_VEG,DTR_VEG,maxDTR_VEG,sdDTR_VEG,MLDS_VEG,MLWS_VEG,R5mm_VEG,R10mm_VEG,R20mm_VEG,SDII_VEG,Rx1day_VEG,Rx5day_VEG,Rtotal_VEG,maxDT_FLO,minDT_FLO,maxNT_FLO,minNT_FLO,SU_FLO,TR_FLO,DTR_FLO,maxDTR_FLO,sdDTR_FLO,MLDS_FLO,MLWS_FLO,R5mm_FLO,R10mm_FLO,R20mm_FLO,SDII_FLO,Rx1day_FLO,Rx5day_FLO,Rtotal_FLO,maxDT_GRA,minDT_GRA,maxNT_GRA,minNT_GRA,SU_GRA,TR_GRA,DTR_GRA,maxDTR_GRA,sdDTR_GRA,MLDS_GRA,MLWS_GRA,R5mm_GRA,R10mm_GRA,R20mm_GRA,SDII_GRA,Rx1day_GRA,Rx5day_GRA,Rtotal_GRA,maxDT_FLO_acc,minDT_FLO_acc,maxNT_FLO_acc,minNT_FLO_acc,SU_FLO_acc,TR_FLO_acc,DTR_FLO_acc,maxDTR_FLO_acc,sdDTR_FLO_acc,MLDS_FLO_acc,MLWS_FLO_acc,R5mm_FLO_acc,R10mm_FLO_acc,R20mm_FLO_acc,SDII_FLO_acc,Rx1day_FLO_acc,Rx5day_FLO_acc,Rtotal_FLO_acc,maxDT_GRA_acc,minDT_GRA_acc,maxNT_GRA_acc,minNT_GRA_acc,SU_GRA_acc,TR_GRA_acc,DTR_GRA_acc,maxDTR_GRA_acc,sdDTR_GRA_acc,MLDS_GRA_acc,MLWS_GRA_acc,R5mm_GRA_acc,R10mm_GRA_acc,R20mm_GRA_acc,SDII_GRA_acc,Rx1day_GRA_acc,Rx5day_GRA_acc,Rtotal_GRA_acc,soil,xy,yx,planting_day
paquete_nicaragua_frijol_2016_primera_064,PM2 Don Rey,INTA Sequia Fuerte,INTA Rojo,Matagalpa,La Reyna Monte Grande,16975,-85.74932482536057,12.911114950735772,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),B,A,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,74,22,29,24,29.220801939574883,27.529589705333876,17.24979485266698,17.230000000000018,0,0,11.11581592689297,11.98300634091763,0.5148258728374183,3,7,7,3,3,6.754344062805176,31.13238525390625,76.38403511047363,168.8586015701294,27.479235359940358,26.639462886982514,17.23214845207017,17.111298023125705,0,0,9.836025805738617,10.254617679970142,0.3060207100042811,4,3,4,3,1,4.059699732681801,20.163890838623047,47.0490779876709,117.73129224777222,26.986736292428212,26.631909735173494,17.51443491234616,17.252290190227566,0,0,9.524507565314691,9.637001118985438,0.08574334087083109,3,4,5,3,1,5.709964962005615,20.688232421875,47.37656116485596,142.74912405014038,29.220801939574883,26.639462886982514,17.24979485266698,17.111298023125705,0,0,10.378254615815012,11.98300634091763,0.748065948438713,4,8,11,7,4,5.555290778477986,31.13238525390625,76.38403511047363,299.9857020378113,29.220801939574883,26.631909735173494,17.51443491234616,17.111298023125705,0,0,10.091869741804478,11.98300634091763,0.7343633397169302,4,8,16,10,5,5.825458237999364,31.13238525390625,76.38403511047363,442.73482608795166,Eutric Regosols,-72.8382098746248,-98.66043977609635,175
paquete_nicaragua_frijol_2016_primera_065,BRT 103-182,ALS 0532-6,INTA Ferroso,Matagalpa,La Reyna Monte Grande,16975,-85.74932482536057,12.911114950735772,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Better,Yield-(A/B/C),B,A,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,74,22,29,24,29.220801939574883,27.529589705333876,17.24979485266698,17.230000000000018,0,0,11.11581592689297,11.98300634091763,0.5148258728374183,3,7,7,3,3,6.754344062805176,31.13238525390625,76.38403511047363,168.8586015701294,27.479235359940358,26.639462886982514,17.23214845207017,17.111298023125705,0,0,9.836025805738617,10.254617679970142,0.3060207100042811,4,3,4,3,1,4.059699732681801,20.163890838623047,47.0490779876709,117.73129224777222,26.986736292428212,26.631909735173494,17.51443491234616,17.252290190227566,0,0,9.524507565314691,9.637001118985438,0.08574334087083109,3,4,5,3,1,5.709964962005615,20.688232421875,47.37656116485596,142.74912405014038,29.220801939574883,26.639462886982514,17.24979485266698,17.111298023125705,0,0,10.378254615815012,11.98300634091763,0.748065948438713,4,8,11,7,4,5.555290778477986,31.13238525390625,76.38403511047363,299.9857020378113,29.220801939574883,26.631909735173494,17.51443491234616,17.111298023125705,0,0,10.091869741804478,11.98300634091763,0.7343633397169302,4,8,16,10,5,5.825458237999364,31.13238525390625,76.38403511047363,442.73482608795166,Eutric Regosols,-72.8382098746248,-98.66043977609635,175
paquete_nicaragua_frijol_2016_primera_066,INTA Matagalpa,INTA Centro Sur,SJC 730-79,Matagalpa,La Reyna Monte Grande,16975,-85.74932482536057,12.911114950735772,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),B,A,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,74,22,29,24,29.220801939574883,27.529589705333876,17.24979485266698,17.230000000000018,0,0,11.11581592689297,11.98300634091763,0.5148258728374183,3,7,7,3,3,6.754344062805176,31.13238525390625,76.38403511047363,168.8586015701294,27.479235359940358,26.639462886982514,17.23214845207017,17.111298023125705,0,0,9.836025805738617,10.254617679970142,0.3060207100042811,4,3,4,3,1,4.059699732681801,20.163890838623047,47.0490779876709,117.73129224777222,26.986736292428212,26.631909735173494,17.51443491234616,17.252290190227566,0,0,9.524507565314691,9.637001118985438,0.08574334087083109,3,4,5,3,1,5.709964962005615,20.688232421875,47.37656116485596,142.74912405014038,29.220801939574883,26.639462886982514,17.24979485266698,17.111298023125705,0,0,10.378254615815012,11.98300634091763,0.748065948438713,4,8,11,7,4,5.555290778477986,31.13238525390625,76.38403511047363,299.9857020378113,29.220801939574883,26.631909735173494,17.51443491234616,17.111298023125705,0,0,10.091869741804478,11.98300634091763,0.7343633397169302,4,8,16,10,5,5.825458237999364,31.13238525390625,76.38403511047363,442.73482608795166,Eutric Regosols,-72.8382098746248,-98.66043977609635,175
paquete_nicaragua_frijol_2016_primera_076,INTA Sequia Fuerte,SJC 730-79,INTA Matagalpa,Matagalpa,Wabule,16978,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.157758299142184,26.07008205893328,17.250727340544632,16.59020514733311,0,0,9.115258112644518,9.479876911600172,0.24072888592835515,3,8,7,4,2,6.153067474365234,31.13238525390625,76.38403511047363,153.82668685913086,26.163006340917583,25.815841104065615,17.0794442372249,16.652271540469993,0,0,9.242637904596116,9.442111152555,0.1588508488332148,4,3,5,3,1,4.235423893764101,20.163890838623047,47.0490779876709,122.82729291915894,25.851245803804566,25.43148452070124,18.152886982469283,17.131879895561372,0,0,8.06867959716525,8.719365908243194,0.4897491672124027,3,4,4,5,1,6.318779354095459,20.688232421875,47.37656116485596,157.96948385238647,26.163006340917583,25.815841104065615,17.250727340544632,16.59020514733311,0,0,9.193876041278115,9.479876911600172,0.20681848149373075,4,8,12,7,3,5.123221847746107,31.13238525390625,76.38403511047363,276.6539797782898,26.163006340917583,25.43148452070124,18.152886982469283,16.59020514733311,0,0,8.8283024576236,9.479876911600172,0.6164357569724842,4,8,16,12,4,5.718729784614162,31.13238525390625,76.38403511047363,434.62346363067627,Eutric Regosols,-72.76461800040605,-98.6584401426228,178
paquete_nicaragua_frijol_2016_primera_077,ALS 0532-6,BRT 103-182,PM2 Don Rey,Matagalpa,Wabule,16974,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.48002610966064,26.079906751212285,17.280939947780713,16.671730697501,0,0,9.039461767997,9.408176053711284,0.16478269897005385,3,6,6,3,4,7.24995418548584,31.13238525390625,76.38403511047363,181.248854637146,26.163006340917583,25.815841104065615,16.918310331965674,16.602793733681498,0,0,9.320373962175513,9.47232375979113,0.10340888393615429,4,3,4,4,1,4.521624154057996,20.163890838623047,47.0490779876709,131.12710046768188,25.974177545691923,25.44155538977996,17.901115255501736,16.99887728459531,0,0,8.326796782511412,8.975300261096613,0.44451123717222735,3,4,5,3,1,5.709964962005615,20.688232421875,47.37656116485596,142.74912405014038,26.48002610966064,25.815841104065615,17.280939947780713,16.59020514733311,0,0,9.206650192714147,9.479876911600172,0.1944346721232079,4,8,11,7,5,5.950120245968854,31.13238525390625,76.38403511047363,321.3064932823181,26.48002610966064,25.44155538977996,17.901115255501736,16.59020514733311,0,0,8.923456732562473,9.479876911600172,0.5059962408740911,4,8,16,10,6,6.10599496490077,31.13238525390625,76.38403511047363,464.0556173324585,Eutric Regosols,-72.76461800040605,-98.6584401426228,174
paquete_nicaragua_frijol_2016_primera_078,INTA Precoz,INTA Matagalpa,INTA Rojo,Matagalpa,Wabule,16974,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,B,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.48002610966064,26.079906751212285,17.280939947780713,16.671730697501,0,0,9.039461767997,9.408176053711284,0.16478269897005385,3,6,6,3,4,7.24995418548584,31.13238525390625,76.38403511047363,181.248854637146,26.163006340917583,25.815841104065615,16.918310331965674,16.602793733681498,0,0,9.320373962175513,9.47232375979113,0.10340888393615429,4,3,4,4,1,4.521624154057996,20.163890838623047,47.0490779876709,131.12710046768188,25.974177545691923,25.44155538977996,17.901115255501736,16.99887728459531,0,0,8.326796782511412,8.975300261096613,0.44451123717222735,3,4,5,3,1,5.709964962005615,20.688232421875,47.37656116485596,142.74912405014038,26.48002610966064,25.815841104065615,17.280939947780713,16.59020514733311,0,0,9.206650192714147,9.479876911600172,0.1944346721232079,4,8,11,7,5,5.950120245968854,31.13238525390625,76.38403511047363,321.3064932823181,26.48002610966064,25.44155538977996,17.901115255501736,16.59020514733311,0,0,8.923456732562473,9.479876911600172,0.5059962408740911,4,8,16,10,6,6.10599496490077,31.13238525390625,76.38403511047363,464.0556173324585,Eutric Regosols,-72.76461800040605,-98.6584401426228,174
paquete_nicaragua_frijol_2016_primera_079,INTA Centro Sur,PM2 Don Rey,INTA Ferroso,Matagalpa,Wabule,16974,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.48002610966064,26.079906751212285,17.280939947780713,16.671730697501,0,0,9.039461767997,9.408176053711284,0.16478269897005385,3,6,6,3,4,7.24995418548584,31.13238525390625,76.38403511047363,181.248854637146,26.163006340917583,25.815841104065615,16.918310331965674,16.602793733681498,0,0,9.320373962175513,9.47232375979113,0.10340888393615429,4,3,4,4,1,4.521624154057996,20.163890838623047,47.0490779876709,131.12710046768188,25.974177545691923,25.44155538977996,17.901115255501736,16.99887728459531,0,0,8.326796782511412,8.975300261096613,0.44451123717222735,3,4,5,3,1,5.709964962005615,20.688232421875,47.37656116485596,142.74912405014038,26.48002610966064,25.815841104065615,17.280939947780713,16.59020514733311,0,0,9.206650192714147,9.479876911600172,0.1944346721232079,4,8,11,7,5,5.950120245968854,31.13238525390625,76.38403511047363,321.3064932823181,26.48002610966064,25.44155538977996,17.901115255501736,16.59020514733311,0,0,8.923456732562473,9.479876911600172,0.5059962408740911,4,8,16,10,6,6.10599496490077,31.13238525390625,76.38403511047363,464.0556173324585,Eutric Regosols,-72.76461800040605,-98.6584401426228,174
paquete_nicaragua_frijol_2016_primera_080,SJC 730-79,INTA Sequia Fuerte,BRT 103-182,Matagalpa,Wabule,16978,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),A,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.157758299142184,26.07008205893328,17.250727340544632,16.59020514733311,0,0,9.115258112644518,9.479876911600172,0.24072888592835515,3,8,7,4,2,6.153067474365234,31.13238525390625,76.38403511047363,153.82668685913086,26.163006340917583,25.815841104065615,17.0794442372249,16.652271540469993,0,0,9.242637904596116,9.442111152555,0.1588508488332148,4,3,5,3,1,4.235423893764101,20.163890838623047,47.0490779876709,122.82729291915894,25.851245803804566,25.43148452070124,18.152886982469283,17.131879895561372,0,0,8.06867959716525,8.719365908243194,0.4897491672124027,3,4,4,5,1,6.318779354095459,20.688232421875,47.37656116485596,157.96948385238647,26.163006340917583,25.815841104065615,17.250727340544632,16.59020514733311,0,0,9.193876041278115,9.479876911600172,0.20681848149373075,4,8,12,7,3,5.123221847746107,31.13238525390625,76.38403511047363,276.6539797782898,26.163006340917583,25.43148452070124,18.152886982469283,16.59020514733311,0,0,8.8283024576236,9.479876911600172,0.6164357569724842,4,8,16,12,4,5.718729784614162,31.13238525390625,76.38403511047363,434.62346363067627,Eutric Regosols,-72.76461800040605,-98.6584401426228,178
paquete_nicaragua_frijol_2016_primera_081,INTA Matagalpa,ALS 0532-6,INTA Rojo,Matagalpa,Wabule,16974,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.48002610966064,26.079906751212285,17.280939947780713,16.671730697501,0,0,9.039461767997,9.408176053711284,0.16478269897005385,3,6,6,3,4,7.24995418548584,31.13238525390625,76.38403511047363,181.248854637146,26.163006340917583,25.815841104065615,16.918310331965674,16.602793733681498,0,0,9.320373962175513,9.47232375979113,0.10340888393615429,4,3,4,4,1,4.521624154057996,20.163890838623047,47.0490779876709,131.12710046768188,25.974177545691923,25.44155538977996,17.901115255501736,16.99887728459531,0,0,8.326796782511412,8.975300261096613,0.44451123717222735,3,4,5,3,1,5.709964962005615,20.688232421875,47.37656116485596,142.74912405014038,26.48002610966064,25.815841104065615,17.280939947780713,16.59020514733311,0,0,9.206650192714147,9.479876911600172,0.1944346721232079,4,8,11,7,5,5.950120245968854,31.13238525390625,76.38403511047363,321.3064932823181,26.48002610966064,25.44155538977996,17.901115255501736,16.59020514733311,0,0,8.923456732562473,9.479876911600172,0.5059962408740911,4,8,16,10,6,6.10599496490077,31.13238525390625,76.38403511047363,464.0556173324585,Eutric Regosols,-72.76461800040605,-98.6584401426228,174
paquete_nicaragua_frijol_2016_primera_082,INTA Centro Sur,INTA Precoz,PM2 Don Rey,Matagalpa,Wabule,16977,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.23832525177178,26.07008205893328,17.258280492353652,16.59020514733311,0,0,9.091399477806771,9.479876911600172,0.22838325395145745,3,8,7,4,2,6.153067474365234,31.13238525390625,76.38403511047363,153.82668685913086,26.163006340917583,25.815841104065615,17.039160760910104,16.64055949272663,0,0,9.265988368077126,9.449664304364035,0.13935477580311348,4,3,4,3,1,4.059699732681801,20.163890838623047,47.0490779876709,117.73129224777222,25.86635210742261,25.434002237970923,18.089944050727354,17.114255874673646,0,0,8.132744757796424,8.752096232748965,0.47793220024419003,3,4,4,4,1,5.912452144622803,20.688232421875,47.37656116485596,147.81130361557007,26.23832525177178,25.815841104065615,17.258280492353652,16.59020514733311,0,0,9.197226936466476,9.479876911600172,0.20186242504877366,4,8,11,7,3,5.028851464942649,31.13238525390625,76.38403511047363,271.5579791069031,26.23832525177178,25.434002237970923,18.089944050727354,16.59020514733311,0,0,8.851933669028965,9.479876911600172,0.5881546594731616,4,8,16,11,4,5.585069518340261,31.13238525390625,76.38403511047363,424.46528339385986,Eutric Regosols,-72.76461800040605,-98.6584401426228,177
paquete_nicaragua_frijol_2016_primera_083,SJC 730-79,BRT 103-182,INTA Ferroso,Matagalpa,Wabule,16977,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.23832525177178,26.07008205893328,17.258280492353652,16.59020514733311,0,0,9.091399477806771,9.479876911600172,0.22838325395145745,3,8,7,4,2,6.153067474365234,31.13238525390625,76.38403511047363,153.82668685913086,26.163006340917583,25.815841104065615,17.039160760910104,16.64055949272663,0,0,9.265988368077126,9.449664304364035,0.13935477580311348,4,3,4,3,1,4.059699732681801,20.163890838623047,47.0490779876709,117.73129224777222,25.86635210742261,25.434002237970923,18.089944050727354,17.114255874673646,0,0,8.132744757796424,8.752096232748965,0.47793220024419003,3,4,4,4,1,5.912452144622803,20.688232421875,47.37656116485596,147.81130361557007,26.23832525177178,25.815841104065615,17.258280492353652,16.59020514733311,0,0,9.197226936466476,9.479876911600172,0.20186242504877366,4,8,11,7,3,5.028851464942649,31.13238525390625,76.38403511047363,271.5579791069031,26.23832525177178,25.434002237970923,18.089944050727354,16.59020514733311,0,0,8.851933669028965,9.479876911600172,0.5881546594731616,4,8,16,11,4,5.585069518340261,31.13238525390625,76.38403511047363,424.46528339385986,Eutric Regosols,-72.76461800040605,-98.6584401426228,177
paquete_nicaragua_frijol_2016_primera_088,PM2 Don Rey,INTA Sequia Fuerte,INTA Centro Sur,Matagalpa,Wabule,16974,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,B,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.48002610966064,26.079906751212285,17.280939947780713,16.671730697501,0,0,9.039461767997,9.408176053711284,0.16478269897005385,3,6,6,3,4,7.24995418548584,31.13238525390625,76.38403511047363,181.248854637146,26.163006340917583,25.815841104065615,16.918310331965674,16.602793733681498,0,0,9.320373962175513,9.47232375979113,0.10340888393615429,4,3,4,4,1,4.521624154057996,20.163890838623047,47.0490779876709,131.12710046768188,25.974177545691923,25.44155538977996,17.901115255501736,16.99887728459531,0,0,8.326796782511412,8.975300261096613,0.44451123717222735,3,4,5,3,1,5.709964962005615,20.688232421875,47.37656116485596,142.74912405014038,26.48002610966064,25.815841104065615,17.280939947780713,16.59020514733311,0,0,9.206650192714147,9.479876911600172,0.1944346721232079,4,8,11,7,5,5.950120245968854,31.13238525390625,76.38403511047363,321.3064932823181,26.48002610966064,25.44155538977996,17.901115255501736,16.59020514733311,0,0,8.923456732562473,9.479876911600172,0.5059962408740911,4,8,16,10,6,6.10599496490077,31.13238525390625,76.38403511047363,464.0556173324585,Eutric Regosols,-72.76461800040605,-98.6584401426228,174
paquete_nicaragua_frijol_2016_primera_089,INTA Rojo,INTA Precoz,BRT 103-182,Matagalpa,Wabule,16979,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.150000000000034,26.07008205893328,17.250000000000057,16.59020514733311,0,0,9.142389779932843,9.479876911600172,0.246534287128244,3,8,7,3,2,5.64194507598877,31.13238525390625,76.38403511047363,141.04862689971924,26.163006340917583,25.815841104065615,17.114255874673646,16.652271540469993,0,0,9.217081796455151,9.434558000745966,0.17966644905413168,4,3,5,3,1,3.613772277174325,20.163890838623047,47.0490779876709,104.79939603805542,25.836139500186523,25.418634837747124,18.174502051473393,17.149503916449103,0,0,8.004539026644839,8.68663558373742,0.4972038132994239,3,4,5,5,1,6.009264526367187,20.688232421875,47.37656116485596,150.2316131591797,26.163006340917583,25.815841104065615,17.250000000000057,16.59020514733311,0,0,9.190648234489602,9.479876911600172,0.2125209256236414,4,8,12,6,3,4.8865911077570034,31.13238525390625,76.38403511047363,263.8759198188782,26.163006340917583,25.418634837747124,18.174502051473393,16.59020514733311,0,0,8.805206649674659,9.479876911600172,0.6439807473458833,4,8,17,11,4,5.649941262445952,31.13238525390625,76.38403511047363,429.39553594589233,Eutric Regosols,-72.76461800040605,-98.6584401426228,179
paquete_nicaragua_frijol_2016_primera_090,INTA Matagalpa,INTA Ferroso,SJC 730-79,Matagalpa,Wabule,16975,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.399459157031043,26.07008205893328,17.273386795971692,16.59020514733311,0,0,9.053501305483014,9.479876911600172,0.18924459236567234,3,7,7,3,3,6.754344062805176,31.13238525390625,76.38403511047363,168.8586015701294,26.163006340917583,25.815841104065615,16.95859380828051,16.615382320029873,0,0,9.304856396866825,9.464770607982103,0.11089499416514387,4,3,4,3,1,4.059699732681801,20.163890838623047,47.0490779876709,117.73129224777222,25.936411786646797,25.43903767251028,17.96405818724361,17.039160760910104,0,0,8.261565444431849,8.897251025736693,0.4549801840732249,3,4,5,3,1,5.709964962005615,20.688232421875,47.37656116485596,142.74912405014038,26.399459157031043,25.815841104065615,17.273386795971692,16.59020514733311,0,0,9.203614012184493,9.479876911600172,0.19568912423147194,4,8,11,7,4,5.555290778477986,31.13238525390625,76.38403511047363,299.9857020378113,26.399459157031043,25.43903767251028,17.96405818724361,16.59020514733311,0,0,8.8995108064984,9.479876911600172,0.5328519510437659,4,8,16,10,5,5.825458237999364,31.13238525390625,76.38403511047363,442.73482608795166,Eutric Regosols,-72.76461800040605,-98.6584401426228,175
paquete_nicaragua_frijol_2016_primera_091,ALS 0532-6,INTA Sequia Fuerte,INTA Centro Sur,Matagalpa,Wabule,16978,-85.71152907151442,12.946911071108369,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,79,24,30,25,26.157758299142184,26.07008205893328,17.250727340544632,16.59020514733311,0,0,9.115258112644518,9.479876911600172,0.24072888592835515,3,8,7,4,2,6.153067474365234,31.13238525390625,76.38403511047363,153.82668685913086,26.163006340917583,25.815841104065615,17.0794442372249,16.652271540469993,0,0,9.242637904596116,9.442111152555,0.1588508488332148,4,3,5,3,1,4.235423893764101,20.163890838623047,47.0490779876709,122.82729291915894,25.851245803804566,25.43148452070124,18.152886982469283,17.131879895561372,0,0,8.06867959716525,8.719365908243194,0.4897491672124027,3,4,4,5,1,6.318779354095459,20.688232421875,47.37656116485596,157.96948385238647,26.163006340917583,25.815841104065615,17.250727340544632,16.59020514733311,0,0,9.193876041278115,9.479876911600172,0.20681848149373075,4,8,12,7,3,5.123221847746107,31.13238525390625,76.38403511047363,276.6539797782898,26.163006340917583,25.43148452070124,18.152886982469283,16.59020514733311,0,0,8.8283024576236,9.479876911600172,0.6164357569724842,4,8,16,12,4,5.718729784614162,31.13238525390625,76.38403511047363,434.62346363067627,Eutric Regosols,-72.76461800040605,-98.6584401426228,178
paquete_nicaragua_frijol_2016_primera_092,INTA Rojo,PM2 Don Rey,BRT 103-182,San Ramon,Trentino,16974,-85.9481048575,13.01258603,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),B,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,73,21,29,24,29.870678851175064,27.711730697501014,17.94951510630366,17.627336814621437,0,0,10.838773591943342,11.941305483028817,0.5529384750776297,4,3,2,2,1,4.560508289337158,21.44867706298828,42.897353649139404,114.01270723342896,27.543002610966106,26.230649011562864,17.58441253263709,17.37097351734427,0,0,9.203648168870139,9.958590078329017,0.4035301115815952,4,3,5,2,1,4.328217341982085,28.63605499267578,57.27211093902588,125.51830291748047,26.48817605371131,26.317131667288326,18.001753077210044,17.560548302872093,0,0,8.603971749671574,8.858090264826519,0.15086266596635314,5,7,8,3,0,4.543891849517823,16.404348373413086,49.21304512023926,113.59729623794556,29.870678851175064,26.230649011562864,17.94951510630366,17.37097351734427,0,0,9.901937243565872,11.941305483028817,0.931427510159878,4,3,7,5,2,4.643935848165442,28.63605499267578,57.27211093902588,250.77253580093384,29.870678851175064,26.230649011562864,18.001753077210044,17.37097351734427,0,0,9.472706597869799,11.941305483028817,0.9776701858572545,5,7,15,8,2,4.794339895248413,28.63605499267578,57.27211093902588,364.3698320388794,Eutric Regosols,-72.9355188275,-98.9606908875,174
paquete_nicaragua_frijol_2016_primera_093,INTA Precoz,INTA Sequia Fuerte,INTA Ferroso,San Ramon,Trentino,16973,-85.9481048575,13.01258603,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,C,nicaragua_frijol_2016_primera,Pr15,2016,commonbean,NIC,NA,NA,NA,NA,NA,73,21,29,24,30.036848190973604,27.794815367400282,17.94951510630366,17.644960835509167,1,0,10.940179410667698,12.112510257366711,0.5919073421964789,4,3,2,2,1,4.560508289337158,21.44867706298828,42.897353649139404,114.01270723342896,27.62860499813513,26.230649011562864,17.60958970533386,17.37097351734427,0,0,9.247018387279523,10.01901529280127,0.42613268516358876,4,3,5,3,1,4.566162668425461,28.63605499267578,57.27211093902588,132.41871738433838,26.48817605371131,26.317131667288326,18.001753077210044,17.53537113017534,0,0,8.612835574007075,8.858090264826519,0.1592417156339726,5,6,8,2,0,3.991572856903076,16.404348373413086,49.21304512023926,99.7893214225769,30.036848190973604,26.230649011562864,17.94951510630366,17.37097351734427,1,0,9.969947469849597,12.112510257366711,0.9711701668636317,4,3,7,5,2,4.563544900329025,28.63605499267578,57.27211093902588,246.43142461776733,30.036848190973604,26.230649011562864,18.001753077210044,17.37097351734427,1,0,9.520843279870713,12.112510257366711,1.0207975331667831,5,6,15,7,2,4.612656016098826,28.63605499267578,57.27211093902588,350.56185722351074,Eutric Regosols,-72.9355188275,-98.9606908875,173
